行政编码,区县,市,省
110000,北京市,北京市,北京市
110101,东城区,北京市,北京市
110102,西城区,北京市,北京市
110103,崇文区,北京市,北京市
110104,宣武区,北京市,北京市
110105,朝阳区,北京市,北京市
110106,丰台区,北京市,北京市
110107,石景山区,北京市,北京市
110108,海淀区,北京市,北京市
110109,门头沟区,北京市,北京市
110110,燕山区,北京市,北京市
110111,房山区,北京市,北京市
110112,通州区,北京市,北京市
110113,顺义区,北京市,北京市
110114,昌平区,北京市,北京市
110115,大兴区,北京市,北京市
110116,怀柔区,北京市,北京市
110117,平谷区,北京市,北京市
110118,密云区,北京市,北京市
110119,延庆区,北京市,北京市
110201,昌平县,北京市,北京市
110202,顺义县,北京市,北京市
110203,通县,北京市,北京市
110204,大兴县,北京市,北京市
110205,房山县,北京市,北京市
110206,平谷县,北京市,北京市
110207,怀柔县,北京市,北京市
110208,密云县,北京市,北京市
110209,延庆县,北京市,北京市
110221,昌平县,北京市,北京市
110222,顺义县,北京市,北京市
110223,通县,北京市,北京市
110224,大兴县,北京市,北京市
110225,房山县,北京市,北京市
110226,平谷县,北京市,北京市
110227,怀柔县,北京市,北京市
110228,密云县,北京市,北京市
110229,延庆县,北京市,北京市
120000,天津市,天津市,天津市
120101,和平区,天津市,天津市
120102,河东区,天津市,天津市
120103,河西区,天津市,天津市
120104,南开区,天津市,天津市
120105,河北区,天津市,天津市
120106,红桥区,天津市,天津市
120107,塘沽区,天津市,天津市
120108,汉沽区,天津市,天津市
120109,大港区,天津市,天津市
120110,东郊区|东丽区,天津市,天津市
120111,西郊区|西青区,天津市,天津市
120112,津南区|南郊区,天津市,天津市
120113,北郊区|北辰区,天津市,天津市
120114,武清区,天津市,天津市
120115,宝坻区,天津市,天津市
120116,滨海新区,天津市,天津市
120117,宁河区,天津市,天津市
120118,静海区,天津市,天津市
120119,蓟州区,天津市,天津市
120201,宁河县,天津市,天津市
120202,武清县,天津市,天津市
120203,静海县,天津市,天津市
120204,宝坻县,天津市,天津市
120205,蓟县,天津市,天津市
120221,宁河县,天津市,天津市
120222,武清县,天津市,天津市
120223,静海县,天津市,天津市
120224,宝坻县,天津市,天津市
120225,蓟县,天津市,天津市
130000,河北省,,河北省
130100,石家庄市,石家庄市,河北省
130102,长安区,石家庄市,河北省
130103,桥东区,石家庄市,河北省
130104,桥西区,石家庄市,河北省
130105,新华区,石家庄市,河北省
130106,郊区,石家庄市,河北省
130107,井陉矿区,石家庄市,河北省
130108,裕华区,石家庄市,河北省
130109,藁城区,石家庄市,河北省
130110,鹿泉区,石家庄市,河北省
130111,栾城区,石家庄市,河北省
130121,井陉县,石家庄市,河北省
130122,获鹿县,石家庄市,河北省
130123,栾城县|正定县,石家庄市,河北省
130124,栾城县|正定县,石家庄市,河北省
130125,行唐县,石家庄市,河北省
130126,灵寿县,石家庄市,河北省
130127,高邑县,石家庄市,河北省
130128,深泽县,石家庄市,河北省
130129,赞皇县,石家庄市,河北省
130130,无极县,石家庄市,河北省
130131,平山县,石家庄市,河北省
130132,元氏县,石家庄市,河北省
130133,赵县,石家庄市,河北省
130181,辛集市,石家庄市,河北省
130182,藁城市,石家庄市,河北省
130183,晋州市,石家庄市,河北省
130184,新乐市,石家庄市,河北省
130185,鹿泉市,石家庄市,河北省
130200,唐山市,唐山市,河北省
130202,路南区,唐山市,河北省
130203,路北区,唐山市,河北省
130204,东矿区|古冶区,唐山市,河北省
130205,开平区,唐山市,河北省
130206,新区,唐山市,河北省
130207,丰南区,唐山市,河北省
130208,丰润区,唐山市,河北省
130209,曹妃甸区,唐山市,河北省
130221,丰润县,唐山市,河北省
130222,丰南县,唐山市,河北省
130223,滦县,唐山市,河北省
130224,滦南县,唐山市,河北省
130225,乐亭县,唐山市,河北省
130226,迁安县|玉田县,唐山市,河北省
130227,唐海县|迁西县,唐山市,河北省
130228,迁安县|遵化县,唐山市,河北省
130229,玉田县|迁西县,唐山市,河北省
130230,唐海县|遵化县,唐山市,河北省
130281,遵化市,唐山市,河北省
130282,丰南市,唐山市,河北省
130283,迁安市,唐山市,河北省
130284,滦州市,唐山市,河北省
130300,秦皇岛市,秦皇岛市,河北省
130302,海港区,秦皇岛市,河北省
130303,山海关区,秦皇岛市,河北省
130304,北戴河区,秦皇岛市,河北省
130305,郊区,秦皇岛市,河北省
130306,抚宁区,秦皇岛市,河北省
130321,青龙满族自治县|青龙县,秦皇岛市,河北省
130322,昌黎县,秦皇岛市,河北省
130323,抚宁县,秦皇岛市,河北省
130324,卢龙县,秦皇岛市,河北省
130400,邯郸市,邯郸市,河北省
130402,邯山区,邯郸市,河北省
130403,丛台区,邯郸市,河北省
130404,复兴区,邯郸市,河北省
130405,郊区,邯郸市,河北省
130406,峰峰矿区,邯郸市,河北省
130407,肥乡区,邯郸市,河北省
130408,永年区,邯郸市,河北省
130421,邯郸县,邯郸市,河北省
130422,武安县,邯郸市,河北省
130423,临漳县,邯郸市,河北省
130424,成安县,邯郸市,河北省
130425,大名县,邯郸市,河北省
130426,涉县,邯郸市,河北省
130427,磁县,邯郸市,河北省
130428,肥乡县,邯郸市,河北省
130429,永年县,邯郸市,河北省
130430,丘县|邱县,邯郸市,河北省
130431,鸡泽县,邯郸市,河北省
130432,广平县,邯郸市,河北省
130433,馆陶县,邯郸市,河北省
130434,魏县,邯郸市,河北省
130435,曲周县,邯郸市,河北省
130481,武安市,邯郸市,河北省
130500,邢台市,邢台市,河北省
130502,襄都区|桥东区,邢台市,河北省
130503,桥西区|信都区,邢台市,河北省
130504,郊区,邢台市,河北省
130505,任泽区,邢台市,河北省
130506,南和区,邢台市,河北省
130521,邢台县,邢台市,河北省
130522,临城县,邢台市,河北省
130523,内丘县,邢台市,河北省
130524,柏乡县,邢台市,河北省
130525,隆尧县,邢台市,河北省
130526,任县,邢台市,河北省
130527,南和县,邢台市,河北省
130528,宁晋县,邢台市,河北省
130529,巨鹿县,邢台市,河北省
130530,新河县,邢台市,河北省
130531,广宗县,邢台市,河北省
130532,平乡县,邢台市,河北省
130533,威县,邢台市,河北省
130534,清河县,邢台市,河北省
130535,临西县,邢台市,河北省
130581,南宫市,邢台市,河北省
130582,沙河市,邢台市,河北省
130600,保定市,保定市,河北省
130602,新市区|竞秀区,保定市,河北省
130603,北市区,保定市,河北省
130604,南市区,保定市,河北省
130605,郊区,保定市,河北省
130606,莲池区,保定市,河北省
130607,满城区,保定市,河北省
130608,清苑区,保定市,河北省
130609,徐水区,保定市,河北省
130621,满城县,保定市,河北省
130622,清苑县,保定市,河北省
130623,涞水县,保定市,河北省
130624,阜平县,保定市,河北省
130625,徐水县,保定市,河北省
130626,定兴县,保定市,河北省
130627,唐县,保定市,河北省
130628,高阳县,保定市,河北省
130629,容城县,保定市,河北省
130630,涞源县,保定市,河北省
130631,望都县,保定市,河北省
130632,安新县,保定市,河北省
130633,易县,保定市,河北省
130634,曲阳县,保定市,河北省
130635,蠡县,保定市,河北省
130636,顺平县,保定市,河北省
130637,博野县,保定市,河北省
130638,雄县,保定市,河北省
130681,涿州市,保定市,河北省
130682,定州市,保定市,河北省
130683,安国市,保定市,河北省
130684,高碑店市,保定市,河北省
130700,张家口市,张家口市,河北省
130702,桥东区,张家口市,河北省
130703,桥西区,张家口市,河北省
130704,茶坊区,张家口市,河北省
130705,宣化区,张家口市,河北省
130706,下花园区,张家口市,河北省
130707,庞家堡区,张家口市,河北省
130708,万全区,张家口市,河北省
130709,崇礼区,张家口市,河北省
130721,宣化县,张家口市,河北省
130722,张北县,张家口市,河北省
130723,康保县,张家口市,河北省
130724,沽源县,张家口市,河北省
130725,尚义县,张家口市,河北省
130726,蔚县,张家口市,河北省
130727,阳原县,张家口市,河北省
130728,怀安县,张家口市,河北省
130729,万全县,张家口市,河北省
130730,怀来县,张家口市,河北省
130731,涿鹿县,张家口市,河北省
130732,赤城县,张家口市,河北省
130733,崇礼县,张家口市,河北省
130800,承德市,承德市,河北省
130802,双桥区,承德市,河北省
130803,双滦区,承德市,河北省
130804,鹰手营子矿区,承德市,河北省
130821,承德县,承德市,河北省
130822,兴隆县,承德市,河北省
130823,平泉县,承德市,河北省
130824,滦平县,承德市,河北省
130825,隆化县,承德市,河北省
130826,丰宁满族自治县,承德市,河北省
130827,宽城满族自治县,承德市,河北省
130828,围场满族蒙古族自治县,承德市,河北省
130881,平泉市,承德市,河北省
130900,沧州市,沧州市,河北省
130902,新华区,沧州市,河北省
130903,运河区,沧州市,河北省
130904,郊区,沧州市,河北省
130921,沧县,沧州市,河北省
130922,青县,沧州市,河北省
130923,东光县,沧州市,河北省
130924,海兴县,沧州市,河北省
130925,盐山县,沧州市,河北省
130926,肃宁县,沧州市,河北省
130927,南皮县,沧州市,河北省
130928,吴桥县,沧州市,河北省
130929,献县,沧州市,河北省
130930,孟村回族自治县,沧州市,河北省
130981,泊头市,沧州市,河北省
130982,任丘市,沧州市,河北省
130983,黄骅市,沧州市,河北省
130984,河间市,沧州市,河北省
131000,廊坊市,廊坊市,河北省
131002,安次区,廊坊市,河北省
131003,广阳区,廊坊市,河北省
131021,三河县,廊坊市,河北省
131022,固安县,廊坊市,河北省
131023,永清县,廊坊市,河北省
131024,香河县,廊坊市,河北省
131025,大城县,廊坊市,河北省
131026,文安县,廊坊市,河北省
131027,霸县,廊坊市,河北省
131028,大厂回族自治县,廊坊市,河北省
131081,霸州市,廊坊市,河北省
131082,三河市,廊坊市,河北省
131100,衡水市,衡水市,河北省
131102,桃城区,衡水市,河北省
131103,冀州区,衡水市,河北省
131121,枣强县,衡水市,河北省
131122,武邑县,衡水市,河北省
131123,武强县,衡水市,河北省
131124,饶阳县,衡水市,河北省
131125,安平县,衡水市,河北省
131126,故城县,衡水市,河北省
131127,景县,衡水市,河北省
131128,阜城县,衡水市,河北省
131181,冀州市,衡水市,河北省
131182,深州市,衡水市,河北省
132100,邯郸地区,邯郸地区,河北省
132101,邯郸市,邯郸地区,河北省
132102,邯山区,邯郸地区,河北省
132103,丛台区,邯郸地区,河北省
132104,复兴区,邯郸地区,河北省
132105,郊区,邯郸地区,河北省
132106,峰峰矿区,邯郸地区,河北省
132121,大名县,邯郸地区,河北省
132122,魏县,邯郸地区,河北省
132123,曲周县,邯郸地区,河北省
132124,丘县,邯郸地区,河北省
132125,鸡泽县,邯郸地区,河北省
132126,肥乡县,邯郸地区,河北省
132127,广平县,邯郸地区,河北省
132128,成安县,邯郸地区,河北省
132129,临漳县,邯郸地区,河北省
132130,磁县,邯郸地区,河北省
132131,武安县,邯郸地区,河北省
132132,涉县,邯郸地区,河北省
132133,永年县,邯郸地区,河北省
132134,邯郸县,邯郸地区,河北省
132135,馆陶县,邯郸地区,河北省
132200,邢台地区,邢台地区,河北省
132201,邢台市|南宫市,邢台地区,河北省
132202,沙河市|桥东区,邢台地区,河北省
132203,桥西区,邢台地区,河北省
132204,郊区,邢台地区,河北省
132221,邢台县,邢台地区,河北省
132222,沙河县,邢台地区,河北省
132223,临城县,邢台地区,河北省
132224,内丘县,邢台地区,河北省
132225,柏乡县,邢台地区,河北省
132226,隆尧县,邢台地区,河北省
132227,任县,邢台地区,河北省
132228,南和县,邢台地区,河北省
132229,宁晋县,邢台地区,河北省
132230,南宫县,邢台地区,河北省
132231,巨鹿县,邢台地区,河北省
132232,新河县,邢台地区,河北省
132233,广宗县,邢台地区,河北省
132234,平乡县,邢台地区,河北省
132235,威县,邢台地区,河北省
132236,清河县,邢台地区,河北省
132237,临西县,邢台地区,河北省
132300,石家庄地区,石家庄地区,河北省
132301,辛集市,石家庄地区,河北省
132302,藁城市,石家庄地区,河北省
132303,晋州市,石家庄地区,河北省
132304,新乐市,石家庄地区,河北省
132321,束鹿县,石家庄地区,河北省
132322,晋县,石家庄地区,河北省
132323,深泽县,石家庄地区,河北省
132324,无极县,石家庄地区,河北省
132325,藁城县,石家庄地区,河北省
132326,赵县,石家庄地区,河北省
132327,栾城县,石家庄地区,河北省
132328,正定县,石家庄地区,河北省
132329,新乐县,石家庄地区,河北省
132330,高邑县,石家庄地区,河北省
132331,元氏县,石家庄地区,河北省
132332,赞皇县,石家庄地区,河北省
132333,井陉县,石家庄地区,河北省
132334,获鹿县,石家庄地区,河北省
132335,平山县,石家庄地区,河北省
132336,灵寿县,石家庄地区,河北省
132337,行唐县,石家庄地区,河北省
132400,保定地区,保定地区,河北省
132401,定州市|保定市,保定地区,河北省
132402,涿州市|新市区,保定地区,河北省
132403,北市区|安国市,保定地区,河北省
132404,南市区|高碑店市,保定地区,河北省
132405,郊区,保定地区,河北省
132421,易县,保定地区,河北省
132422,满城县,保定地区,河北省
132423,徐水县,保定地区,河北省
132424,涞源县,保定地区,河北省
132425,定兴县,保定地区,河北省
132426,完县|顺平县,保定地区,河北省
132427,唐县,保定地区,河北省
132428,望都县,保定地区,河北省
132429,涞水县,保定地区,河北省
132430,涿县,保定地区,河北省
132431,清苑县,保定地区,河北省
132432,高阳县,保定地区,河北省
132433,安新县,保定地区,河北省
132434,雄县,保定地区,河北省
132435,容城县,保定地区,河北省
132436,新城县,保定地区,河北省
132437,曲阳县,保定地区,河北省
132438,阜平县,保定地区,河北省
132439,定县,保定地区,河北省
132440,安国县,保定地区,河北省
132441,博野县,保定地区,河北省
132442,蠡县,保定地区,河北省
132500,张家口地区,张家口地区,河北省
132501,张家口市,张家口地区,河北省
132502,桥东区,张家口地区,河北省
132503,桥西区,张家口地区,河北省
132504,茶坊区,张家口地区,河北省
132505,宣化区,张家口地区,河北省
132506,下花园区,张家口地区,河北省
132507,庞家堡区,张家口地区,河北省
132521,张北县,张家口地区,河北省
132522,康保县,张家口地区,河北省
132523,沽源县,张家口地区,河北省
132524,尚义县,张家口地区,河北省
132525,蔚县,张家口地区,河北省
132526,阳原县,张家口地区,河北省
132527,怀安县,张家口地区,河北省
132528,万全县,张家口地区,河北省
132529,怀来县,张家口地区,河北省
132530,涿鹿县,张家口地区,河北省
132531,宣化县,张家口地区,河北省
132532,赤城县,张家口地区,河北省
132533,崇礼县,张家口地区,河北省
132600,承德地区,承德地区,河北省
132601,承德市,承德地区,河北省
132602,双桥区,承德地区,河北省
132603,双滦区,承德地区,河北省
132604,鹰手营子矿区,承德地区,河北省
132621,青龙县,承德地区,河北省
132622,宽城县|宽城满族自治县,承德地区,河北省
132623,兴隆县,承德地区,河北省
132624,平泉县,承德地区,河北省
132625,承德县,承德地区,河北省
132626,滦平县,承德地区,河北省
132627,丰宁县|丰宁满族自治县,承德地区,河北省
132628,隆化县,承德地区,河北省
132629,围场县|围场满族蒙古族自治县,承德地区,河北省
132700,唐山地区,唐山地区,河北省
132701,秦皇岛市,唐山地区,河北省
132702,海港区,唐山地区,河北省
132703,山海关区,唐山地区,河北省
132704,北戴河区,唐山地区,河北省
132705,郊区,唐山地区,河北省
132721,丰润县,唐山地区,河北省
132722,丰南县,唐山地区,河北省
132723,滦县,唐山地区,河北省
132724,滦南县,唐山地区,河北省
132725,乐亭县,唐山地区,河北省
132726,昌黎县,唐山地区,河北省
132727,抚宁县,唐山地区,河北省
132728,卢龙县,唐山地区,河北省
132729,迁安县,唐山地区,河北省
132730,迁西县,唐山地区,河北省
132731,遵化县,唐山地区,河北省
132732,玉田县,唐山地区,河北省
132733,唐海县,唐山地区,河北省
132800,廊坊地区,廊坊地区,河北省
132801,廊坊市,廊坊地区,河北省
132821,三河县,廊坊地区,河北省
132822,大厂回族自治县,廊坊地区,河北省
132823,香河县,廊坊地区,河北省
132824,安次县,廊坊地区,河北省
132825,永清县,廊坊地区,河北省
132826,固安县,廊坊地区,河北省
132827,霸县,廊坊地区,河北省
132828,文安县,廊坊地区,河北省
132829,大城县,廊坊地区,河北省
132900,沧州地区,沧州地区,河北省
132901,沧州市,沧州地区,河北省
132902,新华区|泊头市,沧州地区,河北省
132903,任丘市|运河区,沧州地区,河北省
132904,黄骅市|郊区,沧州地区,河北省
132905,河间市|泊头市,沧州地区,河北省
132921,沧县,沧州地区,河北省
132922,河间县,沧州地区,河北省
132923,肃宁县,沧州地区,河北省
132924,献县,沧州地区,河北省
132925,交河县,沧州地区,河北省
132926,吴桥县,沧州地区,河北省
132927,东光县,沧州地区,河北省
132928,南皮县,沧州地区,河北省
132929,盐山县,沧州地区,河北省
132930,黄骅县,沧州地区,河北省
132931,孟村回族自治县,沧州地区,河北省
132932,青县,沧州地区,河北省
132933,任丘县,沧州地区,河北省
132934,海兴县,沧州地区,河北省
133000,衡水地区,衡水地区,河北省
133001,衡水市,衡水地区,河北省
133002,冀州市,衡水地区,河北省
133003,深州市,衡水地区,河北省
133021,衡水县,衡水地区,河北省
133022,冀县,衡水地区,河北省
133023,枣强县,衡水地区,河北省
133024,武邑县,衡水地区,河北省
133025,深县,衡水地区,河北省
133026,武强县,衡水地区,河北省
133027,饶阳县,衡水地区,河北省
133028,安平县,衡水地区,河北省
133029,故城县,衡水地区,河北省
133030,景县,衡水地区,河北省
133031,阜城县,衡水地区,河北省
139001,武安市,,河北省
139002,霸州市,,河北省
139003,遵化市,,河北省
139004,辛集市,,河北省
139005,藁城市,,河北省
139006,晋州市,,河北省
139007,新乐市,,河北省
139008,泊头市,,河北省
139009,任丘市,,河北省
139010,黄骅市,,河北省
139011,河间市,,河北省
139012,三河市|三河县,,河北省
139013,南宫市,,河北省
139014,沙河市,,河北省
139015,定州市,,河北省
139016,涿州市,,河北省
139017,安国市,,河北省
139018,高碑店市,,河北省
139019,鹿泉市,,河北省
139020,丰南市,,河北省
140000,山西省,,山西省
140100,太原市,太原市,山西省
140102,南城区,太原市,山西省
140103,北城区,太原市,山西省
140104,河西区,太原市,山西省
140105,小店区,太原市,山西省
140106,迎泽区,太原市,山西省
140107,杏花岭区,太原市,山西省
140108,尖草坪区,太原市,山西省
140109,万柏林区,太原市,山西省
140110,晋源区,太原市,山西省
140111,古交工矿区,太原市,山西省
140112,南郊区,太原市,山西省
140113,北郊区,太原市,山西省
140121,清徐县,太原市,山西省
140122,阳曲县,太原市,山西省
140123,娄烦县,太原市,山西省
140181,古交市,太原市,山西省
140200,大同市,大同市,山西省
140202,城区,大同市,山西省
140203,矿区,大同市,山西省
140211,南郊区,大同市,山西省
140212,新荣区,大同市,山西省
140213,平城区,大同市,山西省
140214,云冈区,大同市,山西省
140215,云州区,大同市,山西省
140221,阳高县,大同市,山西省
140222,天镇县,大同市,山西省
140223,广灵县,大同市,山西省
140224,灵丘县,大同市,山西省
140225,浑源县,大同市,山西省
140226,左云县,大同市,山西省
140227,大同县,大同市,山西省
140300,阳泉市,阳泉市,山西省
140302,城区,阳泉市,山西省
140303,矿区,阳泉市,山西省
140311,郊区,阳泉市,山西省
140321,平定县,阳泉市,山西省
140322,盂县,阳泉市,山西省
140400,长治市,长治市,山西省
140402,城区,长治市,山西省
140403,潞州区,长治市,山西省
140404,上党区,长治市,山西省
140405,屯留区,长治市,山西省
140406,潞城区,长治市,山西省
140411,郊区,长治市,山西省
140421,长治县,长治市,山西省
140422,潞城县,长治市,山西省
140423,襄垣县,长治市,山西省
140424,屯留县,长治市,山西省
140425,平顺县,长治市,山西省
140426,黎城县,长治市,山西省
140427,壶关县,长治市,山西省
140428,长子县,长治市,山西省
140429,武乡县,长治市,山西省
140430,沁县,长治市,山西省
140431,沁源县,长治市,山西省
140481,潞城市,长治市,山西省
140500,晋城市,晋城市,山西省
140502,城区,晋城市,山西省
140503,郊区,晋城市,山西省
140521,沁水县,晋城市,山西省
140522,阳城县,晋城市,山西省
140523,高平县,晋城市,山西省
140524,陵川县,晋城市,山西省
140525,泽州县,晋城市,山西省
140581,高平市,晋城市,山西省
140600,朔州市,朔州市,山西省
140602,朔城区,朔州市,山西省
140603,平鲁区,朔州市,山西省
140621,山阴县,朔州市,山西省
140622,应县,朔州市,山西省
140623,右玉县,朔州市,山西省
140624,怀仁县,朔州市,山西省
140681,怀仁市,朔州市,山西省
140700,晋中市,晋中市,山西省
140702,榆次区,晋中市,山西省
140703,太谷区,晋中市,山西省
140721,榆社县,晋中市,山西省
140722,左权县,晋中市,山西省
140723,和顺县,晋中市,山西省
140724,昔阳县,晋中市,山西省
140725,寿阳县,晋中市,山西省
140726,太谷县,晋中市,山西省
140727,祁县,晋中市,山西省
140728,平遥县,晋中市,山西省
140729,灵石县,晋中市,山西省
140781,介休市,晋中市,山西省
140800,运城市,运城市,山西省
140802,盐湖区,运城市,山西省
140821,临猗县,运城市,山西省
140822,万荣县,运城市,山西省
140823,闻喜县,运城市,山西省
140824,稷山县,运城市,山西省
140825,新绛县,运城市,山西省
140826,绛县,运城市,山西省
140827,垣曲县,运城市,山西省
140828,夏县,运城市,山西省
140829,平陆县,运城市,山西省
140830,芮城县,运城市,山西省
140881,永济市,运城市,山西省
140882,河津市,运城市,山西省
140900,忻州市,忻州市,山西省
140902,忻府区,忻州市,山西省
140921,定襄县,忻州市,山西省
140922,五台县,忻州市,山西省
140923,代县,忻州市,山西省
140924,繁峙县,忻州市,山西省
140925,宁武县,忻州市,山西省
140926,静乐县,忻州市,山西省
140927,神池县,忻州市,山西省
140928,五寨县,忻州市,山西省
140929,岢岚县,忻州市,山西省
140930,河曲县,忻州市,山西省
140931,保德县,忻州市,山西省
140932,偏关县,忻州市,山西省
140981,原平市,忻州市,山西省
141000,临汾市,临汾市,山西省
141002,尧都区,临汾市,山西省
141021,曲沃县,临汾市,山西省
141022,翼城县,临汾市,山西省
141023,襄汾县,临汾市,山西省
141024,洪洞县,临汾市,山西省
141025,古县,临汾市,山西省
141026,安泽县,临汾市,山西省
141027,浮山县,临汾市,山西省
141028,吉县,临汾市,山西省
141029,乡宁县,临汾市,山西省
141030,大宁县,临汾市,山西省
141031,隰县,临汾市,山西省
141032,永和县,临汾市,山西省
141033,蒲县,临汾市,山西省
141034,汾西县,临汾市,山西省
141081,侯马市,临汾市,山西省
141082,霍州市,临汾市,山西省
141100,吕梁市,吕梁市,山西省
141102,离石区,吕梁市,山西省
141121,文水县,吕梁市,山西省
141122,交城县,吕梁市,山西省
141123,兴县,吕梁市,山西省
141124,临县,吕梁市,山西省
141125,柳林县,吕梁市,山西省
141126,石楼县,吕梁市,山西省
141127,岚县,吕梁市,山西省
141128,方山县,吕梁市,山西省
141129,中阳县,吕梁市,山西省
141130,交口县,吕梁市,山西省
141181,孝义市,吕梁市,山西省
141182,汾阳市,吕梁市,山西省
142100,雁北地区,雁北地区,山西省
142121,阳高县|大同县,雁北地区,山西省
142122,天镇县|阳高县,雁北地区,山西省
142123,广灵县|天镇县,雁北地区,山西省
142124,灵丘县|广灵县,雁北地区,山西省
142125,灵丘县|浑源县,雁北地区,山西省
142126,应县|浑源县,雁北地区,山西省
142127,山阴县|怀仁县,雁北地区,山西省
142128,朔县|应县,雁北地区,山西省
142129,山阴县|平鲁县,雁北地区,山西省
142130,朔县|左云县,雁北地区,山西省
142131,右玉县|平鲁县,雁北地区,山西省
142132,左云县|大同县,雁北地区,山西省
142133,右玉县|怀仁县,雁北地区,山西省
142200,忻州地区|忻县地区,忻州地区|忻县地区,山西省
142201,忻州市,忻州地区|忻县地区,山西省
142202,原平市,忻州地区|忻县地区,山西省
142221,忻县,忻州地区|忻县地区,山西省
142222,原平县|定襄县,忻州地区|忻县地区,山西省
142223,代县|五台县,忻州地区|忻县地区,山西省
142224,繁峙县|原平县,忻州地区|忻县地区,山西省
142225,代县|五台县,忻州地区|忻县地区,山西省
142226,繁峙县|定襄县,忻州地区|忻县地区,山西省
142227,宁武县|静乐县,忻州地区|忻县地区,山西省
142228,岢岚县|静乐县,忻州地区|忻县地区,山西省
142229,神池县|保德县,忻州地区|忻县地区,山西省
142230,五寨县,忻州地区|忻县地区,山西省
142231,岢岚县|河曲县,忻州地区|忻县地区,山西省
142232,偏关县|河曲县,忻州地区|忻县地区,山西省
142233,神池县|保德县,忻州地区|忻县地区,山西省
142234,偏关县|宁武县,忻州地区|忻县地区,山西省
142300,吕梁地区|晋中地区,吕梁地区|晋中地区,山西省
142301,榆次市|孝义市,吕梁地区|晋中地区,山西省
142302,离石市,吕梁地区|晋中地区,山西省
142303,汾阳市,吕梁地区|晋中地区,山西省
142321,榆次县|汾阳县,吕梁地区|晋中地区,山西省
142322,寿阳县|文水县,吕梁地区|晋中地区,山西省
142323,盂县|交城县,吕梁地区|晋中地区,山西省
142324,孝义县|平定县,吕梁地区|晋中地区,山西省
142325,兴县|昔阳县,吕梁地区|晋中地区,山西省
142326,临县|和顺县,吕梁地区|晋中地区,山西省
142327,左权县|柳林县,吕梁地区|晋中地区,山西省
142328,榆社县|石楼县,吕梁地区|晋中地区,山西省
142329,太谷县|岚县,吕梁地区|晋中地区,山西省
142330,祁县|方山县,吕梁地区|晋中地区,山西省
142331,离石县|平遥县,吕梁地区|晋中地区,山西省
142332,介休县|中阳县,吕梁地区|晋中地区,山西省
142333,交口县|灵石县,吕梁地区|晋中地区,山西省
142400,吕梁地区|晋中地区,吕梁地区|晋中地区,山西省
142401,榆次市,吕梁地区|晋中地区,山西省
142402,介休市,吕梁地区|晋中地区,山西省
142421,离石县|榆社县,吕梁地区|晋中地区,山西省
142422,左权县|孝义县,吕梁地区|晋中地区,山西省
142423,兴县|和顺县,吕梁地区|晋中地区,山西省
142424,交口县|昔阳县,吕梁地区|晋中地区,山西省
142425,平定县|方山县,吕梁地区|晋中地区,山西省
142426,盂县|石楼县,吕梁地区|晋中地区,山西省
142427,寿阳县|岚县,吕梁地区|晋中地区,山西省
142428,榆次县|中阳县,吕梁地区|晋中地区,山西省
142429,交城县|太谷县,吕梁地区|晋中地区,山西省
142430,临县|祁县,吕梁地区|晋中地区,山西省
142431,平遥县|文水县,吕梁地区|晋中地区,山西省
142432,介休县|柳林县,吕梁地区|晋中地区,山西省
142433,灵石县|汾阳县,吕梁地区|晋中地区,山西省
142500,晋东南地区,晋东南地区,山西省
142501,晋城市,晋东南地区,山西省
142521,长治县,晋东南地区,山西省
142522,潞城县,晋东南地区,山西省
142523,屯留县|襄垣县,晋东南地区,山西省
142524,长子县|武乡县,晋东南地区,山西省
142525,沁水县|黎城县,晋东南地区,山西省
142526,平顺县|阳城县,晋东南地区,山西省
142527,壶关县|晋城县,晋东南地区,山西省
142528,陵川县|高平县,晋东南地区,山西省
142529,陵川县|高平县,晋东南地区,山西省
142530,壶关县|晋城县,晋东南地区,山西省
142531,平顺县|阳城县,晋东南地区,山西省
142532,沁水县|黎城县,晋东南地区,山西省
142533,长子县|武乡县,晋东南地区,山西省
142534,屯留县|襄垣县,晋东南地区,山西省
142535,沁源县|沁县,晋东南地区,山西省
142536,沁源县|沁县,晋东南地区,山西省
142600,临汾地区,临汾地区,山西省
142601,临汾市,临汾地区,山西省
142602,侯马市,临汾地区,山西省
142603,霍州市,临汾地区,山西省
142621,临汾县|曲沃县,临汾地区,山西省
142622,翼城县|隰县,临汾地区,山西省
142623,汾西县|襄汾县,临汾地区,山西省
142624,永和县|临汾县,临汾地区,山西省
142625,安泽县|洪洞县,临汾地区,山西省
142626,洪洞县|霍县,临汾地区,山西省
142627,古县,临汾地区,山西省
142628,安泽县|霍县,临汾地区,山西省
142629,浮山县|翼城县,临汾地区,山西省
142630,浮山县|吉县,临汾地区,山西省
142631,乡宁县|曲沃县,临汾地区,山西省
142632,襄汾县|蒲县,临汾地区,山西省
142633,大宁县|吉县,临汾地区,山西省
142634,永和县|乡宁县,临汾地区,山西省
142635,大宁县|隰县,临汾地区,山西省
142636,汾西县|蒲县,临汾地区,山西省
142700,运城地区,运城地区,山西省
142701,运城市,运城地区,山西省
142702,永济市,运城地区,山西省
142703,河津市,运城地区,山西省
142721,运城县,运城地区,山西省
142722,永济县|夏县,运城地区,山西省
142723,闻喜县|芮城县,运城地区,山西省
142724,绛县|临猗县,运城地区,山西省
142725,垣曲县|万荣县,运城地区,山西省
